lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48
216	Advance Directives Warning	Varning i avancerade råd	Aviso Directriz Anticipada	Aviso Directivas Avanzadas	Warnung spezielle Richtlinien	Speciale richtlijnen waarschuwing		Avertissement de directives anticipées	Avertissement de directives anticipées		??????	??????	?????????????? ? ??????????????? ??????????	???????? ??????????? ??????????		Tanda Pemberitahuan Petunjuk Lanjutan	???e?d?p???s? ?d????? p?????s??			Aviso de Diretivas Avançadas	??????? ??????? ??????		Avans Yönergeleri Uyarisi	Advance Dyrektywy Ostrzezenie		Avviso direttive preliminari	?????? ????????? ?? ???????	Avertizari directive in avans	C?nh báo Ch? th? Nâng cao		Paralajmerim per direktiva te avancuara	Upozornení k navrhovaným opatrením	???????????? ??? ????????? ??????????		Eelnevate juhtnööride hoiatus	????? ?????????? ??? ???????			???????????????	Tarkennettu neuvonta varoitus						???? ??????? ???????		dummy
217	Advance Options																																															dummy
218	Advanced	Avancerad	Anticipado	Avanzado	Fortgeschritten	Geavanceerd		Avancé	Avancé		???	???	???????????????????	??????????		Lebih Lanjut	G?a p??????µ?????		Avançado	Avançado	?????	Avanceret	Ileri	Zaawansowany		Avanzato	?????	Avansat	Nâng cao		E avancuar	Pokrcocilý	?????????????		Edasijõudnud	???????			???	Tarkennettu						?????		dummy
219	Advice	Råd	Consejo	Consejo	Ratschlag	Advies		Conseil	Conseil	Råd	??	??	?????	????????		Saran	S?µß????		Recomendação	Recomendação	?????	Råd	Tavsiye	Wskazówka		Suggerimento	???????	Sfat	L?i khuyên		Keshille	Pokyn, ponaucení	??????		Nõuanne	?????			?????	Neuvo						?????		dummy
220	Afar					Afar			de loin					???? /???/  ?????/??????						Longe	????		Uzaktan			Lontano						daleko	???????						??							??? ??????		dummy
221	Affect normal	Neutral grundstämning	Afecta normales	Afecta normales	Affekt unauffällig	Normaal effect		Affecte Normale	Affecte Normale	Påvirker normalt	????	????	???????? ?? ?????	?????? ???????????? ???????		Mempengaruhi normal	?p?d?as? st? f?s????????		Afecta o normal	Afetado normal	???? ???????	Påvirker normal	Normal affekt	wplywac na normalne		Effetto normale	??????? ?? ????????	Afecteaza normal	?nh hu?ng d?n bình thu?ng		Ndikon normalisht	Affect normal	???????? ?? ?????		Mõjutada normaalset	Affect normal			?????????	Vaikuttaa normaaliin						??????? ??????		dummy
222	Afrikaans					Afrikaans			Afrikaans					???· ???????? ?????							???? ?????? ????		Afrikaca			Africani			Ti?ng/Ngu?i Nam Phi			Afrikaans	?????????						????????	Afrikaans						??????????		dummy
223	After hrs calls	Joursamtal	llamadas fuera horario laboral	llamadas fuera horario laboral	Anruf nach Sprechzeit	Oproep na spreekuur		Appels hors des heures de travail	Appels hors des heures de travail	Ringninger etter stengetid	????????	????????	????? ???. ???????			Panggilan Diluar jam kerja	???se?? e?t?? ??a???? e??as?a?		Chamadas fora de horas	Chamadas após hrs	?????? ??? ?????	Opkald efter arbejdstid	saat icap sonrasi	Wezwania po godzinach		Chiamate fuori orario	???? ??? ?? ???	Apeluri dupa ora	Cu?c g?i sau gi? làm vi?c		Telefonata pas orarit te punes	Volání po vyhrazených hodinách	??????? ? ????????? ???		Peale tunde helistamisi				???????	Päivystyspuhelu						??? ??? ??????????		dummy
224	After migration from the old password mechanisms where passwords are stored in the users table without salt is complete, this flag should be set to false so that only authentication by the new method is possible	Efter flytt från det gamla lösenordshanteringen där lösenord sparadesokrypterat i användartabellenska denna flagga markeras så att enbart inloggning med den nya metoden kan användas			Nach dem Umzug von der alten Passworteingabeart (Passwörter in einer Benutzertabelle ohne Salt) sollte diese Warnung auf falsch gesetzt werden, damit eine Authentifizierung nur noch durch die neue Methode möglich ist	Nadat er is overgegaan van de administratie systematiek van het oude Paswoord waar het oude PW in de Usere Tabel is opgeslagen zonder `salt`en afgerond is, moet deze FLAG op FALSE gezet worden zodat alleen via authenticatie nieuwe systeem mogelijk is.		Après la migration des anciens mécanismes de mot de passe où les mots de passe sont stockés dans la table des utilisateurs sans sel, est complete. Cet indicateur doit être réglé sur Faux afin que seule l\'authentification par la nouvelle méthode est possible.	Suite à la migration des méchanismes antérieurs selon lesquels les mots de passe sont stockés dans la table des utilisateurs sans sel est complet, ce témoin devrait être configuré à Faux de sort que seule l\'authentification par le nouveau mécanisme est possible.								?ta? ?????????e? ? µet?ßas? ap? t??? pa????? µ??a??sµ??? ???d???? p??sßas??, ?p?? ?? ??d???? ap????e???ta? st?? p??a?a ???st?? ????? a??t?, a?t? t? flag p??pe? ?a ???s?e? st? t?µ? false ?ts? ?ste ?a e??a? d??at? µ???? ? d?ap?ste?s? µ?s? t?? ??a? µe??d??			Após a migração dos mecanismos senha antiga, onde as senhas são armazenados na tabela de usuários sem sal é completa, esta flag deve ser definida para falça para que apenas a autenticação pelo novo método seja possível.	??? ?????? ?? ???? ???? ???? ??????? , ??? ????? ????? ????? ???? ???? ??????? ????? ?? ???? ????? ?????		Sifrelerin kullanici tablosunda saklandigi eski sifre yönteminden geçis yaotiktan sonra sadece yeni yöntem ile kimlik dogrulamasinin yapilabilmesi için bu bayrak false olarak isaretlenmelidir	Po migracji ze starych mechanizmów haslo gdzie hasla sa przechowywane w tabeli uzytkowników bez soli jest kompletna, ta flaga powinna byc ustawiona na false, aby tylko uwierzytelniania przez nowe metody jest mozliwe		Dopo la migrazione dai vecchi meccanismi di password in cui le password vengono memorizzate nella tabella utenti senza salti è completo, questo flag deve essere impostato su false in modo che solo l\'autenticazione con il nuovo metodo sia possibile	After migration from the old password mechanisms where passwords are stored in the users table without salt is complete, this flag should be set to false so that only authentication by the new method is possible		Sau khi hoàn thành vi?c di chuy?n t? các co ch? m?t kh?u cu, noi luu m?t kh?u không có salt trong b?ng ngu?i dùng, c? này c?n du?c d?t thành false (sai) d? ch? cho phép xác th?c b?ng phuong pháp m?i.			After migration from the old password mechanisms where passwords are stored in the users table without salt is complete, this flag should be set to false so that only authentication by the new method is possible	???? ????????? ???????? ?? ??????? ????????? ??????? ?? ???? ???????????? ? ??????? ???????????? ? ??? ????, ??? ???????? ??????? ???? ???????????? ? FALSE, ????? ???? ???? ??????? ???? ?????????????? ?? ????? ???????						?????


??????users??????????????????????????????????????????????????????????????false????????????	Jälkeen Siirto vanhasta salasanoin jossa salasanat tallennetaan käyttäjien taulukossa ilman suolaa on valmis, tämän merkinnän pitäisi olla väärä, jotta vain todennus uusi menetelmä on mahdollista						????????? ??? ?????? ???? ??? ? ????????? ???? ????? ?????? ????? ???? ???? ??????? ??????????? ???????? ??????????, ?? ???? ???? ???????? ???? ?????????? ???? ??? ???????? ???? ?? ??? ???? ??????		dummy
225	After performing above configurations, import the admin client certificate to the browser and restart Apache server (empty password).	Efter genomförandet av ovannämnda konfigurationer, importera admin. klientens certifikat till webläsaren och starta om Apache server ( tömma lösenord )	Después de hacer las configuraciones mencionadas, importar el certificado del cliente de administrador al navegador y reiniciar el servidor Apache (Contraseña vacía)	Despues de hacer las configuraciones mencionadas, importar el certificado de cliente de admin al navegador y reiniciar el server Apache (Palabra clave vacia)	Nach Ausführen oben stehender Konfigurationen, importieren Sie das Admin Klientszertifikat in den Browser und starten Sie den Apache Server neu (leeres Passwort)	Na de bovenvermelde configuratie uitgevoerd te hebben, importeer het clientcertificaat in de browser en start Apache opnieuw (leeg paswoord)		Après avoir réalisé les configurations mentionnées, importer le certificat du client administré dans le navigateur puis redémarrer le serveur Apache (mot de passe vide)	Après avoir réalisé les configurations mentionnées, importer le certificat du client administré dans le navigateur puis redémarrer le serveur Apache (mot de passe vide)		???????,??????????????????????(???)?	???????,??????????????????Apache???(????)?	????? ?????????? ????????? ???????? ???????????? ?????????? ??????? admin ? ??????? ? ????????????? ?????? Apache (?????? ??????).			Setelah melakukan pengaturan diatas, impor sertifikat/surat keterangan klien admin ke browser kemudian restart server Apache (password kosong)	?et? t?? p?a?µat?p???s? t?? a??t??? ???µ?se??, e?s??ete t? p?st?p???t??? t?? pe??t? admin st??? f????µet??t? ?a? epa?e????ste t?? Apache server (?e?? password).			Após aplicar as configurações acima, importe o certificado cliente do administrador para o Browser e reinicie o Servidor Apache (Senha em Branco)	??? ?????? ????????? ?????? ?? ???????? ????? ????? ?????? ?????? ??? ??????? ??? ?? ?? ?????? ????? ???? ????? (??????)(???? ?? ?????)		Yukaridaki konfigürasyonu uyguladiktan sonra yönetici müsterisi sertifikasini tarayiciya ekleyiniz ve Apache sunucusunu (bos sifre ile) tekrar baslatiniz.	Po wykonaniu wyzej konfiguracjach, zaimportowac certyfikat klienta administratora do przegladarki i ponowne uruchomienie serwera Apache (puste haslo).		Dopo aver eseguito le configurazioni precedenti, importare il certificato di amministrazione client nel browser e riavviare il server Apache (password vuota)	After performing above configurations, import the admin client certificate to the browser and restart Apache server (empty password).		Sau khi th?c hi?n các c?u hình trên, k?t nh?p ch?ng ch? máy khách qu?n tr? vào trình duy?t và kh?i d?ng l?i máy ch? Apache (m?t kh?u r?ng).		Pas kryerjes se konfigurimeve te mesiperme, importoni certifikaten e klientit adminstrator ne browserin e internetit dhe ristartoni serverin Apache (passwordi bosh)	Po provedení výše zmínené konfigurace, importujte klientský certifikát do prohlížece a restartujte Apache server ( prázdné heslo)	????? ?????????? ???????? ??????????? ?????????? ?????????? ??????? admin ? ??????? ? ?????????????? ?????? Apache (???????? ??????).		Pärast ülaltoodud konfigureerimiste tegemist impordi admini kliendisertifikaat browserisse ja tee Apache serverile restart (parool jäta tühjaks)				???????????????


?????????????????????Apache???(???????)????????	Suorittamisen jälkeen edellä kokoonpanoissa, tuoda admin asiakassertifikaatin selain ja käynnistä uudelleen Apache-palvelin (tyhjä salasana).						???? ?????? ??? ??????????, ????????? ??????? ??????? ?????????? ???? ??? Apache ??????? (?????? ???????) ?????? ???? ???.		dummy
226	After saving the PDF, click [View Log] to check for errors.	Efter att PDF sparats, klicka på [View Log] för att söka efter fel.	Después de guardar el PDF, click [Ver Log] para comprobar errores.	Después de guardar el PDF, clic [Ver registro] para comprobar si hay errores.	Nach Speicherung als PDF [View log] klicken zur Fehlersuche.	Na bewaren via PDF, klik op [view log] om op fouten te controlen.		Après avoir enregistré le PDF, cliquer [view log] pour verifier d\'éventuelles erreurs	Après avoir enregistré le PDF, cliquer [view log] pour verifier d\'éventuelles erreurs		???,??[??]???????	??PDF???,??[????]??????	????? ?????????? PDF ??????? [???????? ???????] ??? ???????? ??????.	PDF ???????? ??????????? ???? ???????? ?????????  ????? ??????  [????? ??????]		Setelah menyimpan file PDF, klik [Lihat Log] untuk memeriksa kesalahan.	?et? t?? ap????e?s? t?? PDF, ???te click st? [???ß??? Log] ??a ??e??? ?a???.		Depois de guardar o PDF, clique [Ver Reg] p/ conferir.	Após salvar o PDF, clique em [Visualizar Log] para verificar erros.	??? ??? ????? ????? ??? ???? ?????? ????? ?????? ?? ??? ???? ?????	Klik på [View Log] for at søge efter fejl, efter at have gemt PDF.	PDF yi kaydettikten sonra hatalari kontrol etmek için [Kaydi Gör] ü tiklayiniz.	Po zapisaniu w formacie PDF, kliknij przycisk [Zobacz Logowanie], aby sprawdzic bledy.		Dopo il salvataggio in PDF, cliccare [Vedi log] per la verifica errori	?????? ??? ???? ?? ???, ??? ??? ???? ?? ???? view logs ?? ????? ???	Dupa salvarea PDF-ului,apasa (vezi logo) pentru verificare erori	Sau khi luu các file PDF, nh?p vào [Xem B?n ghi] d? ki?m tra l?i.		Pas ruajtjes se PDF-se, klikoni [Shiko Loget] per te pare per gabime	Po uložení souboru PDF, kliknete na [Prohlédnout log] ke kontrole chyb	????? ?????????? PDF ????????? [???????? ???????] ??? ????????? ???????.		Pärast PDF salvestamist vajutage vigade kontrollimiseks [Vaata Logi]	?? ?? ????? ???? PDF? ???? ?????? ???????? [?????? ???? ??????] ?? ???? ????.			PDF???????????????????????[?????]?????????	PDF-tiedoston tallennuksen jälkeen, valitse [View Log] tarkistaaksesi virheet.						?????? ??? ????????, ???? ???????????? [??? ???] ????? ???.		dummy
227	After saving the TEXT file(s), click [View Log] to check for errors.	Efter sparandet av TEXT filer , klicka på [View Log] för att leta efter fel	Después de guardar los ficheros de TEXTO, click [Ver Log] para comprobar errores.	Despues de guardar los archivos de TEXTO, clic [Ver registro] para comprobar errores.	Nach Speicherung als TEXT [View log] klicken zur Fehlersuche.	Na het bewaren van het tekstbestand(en), klik op [view log] om te controleren op fouten		Après avoir enregistré les fichiers TEXT, cliquer [view log] pour verifier d\'éventuelles erreurs	Après avoir enregistré les fichiers TEXT, cliquer [view log] pour verifier d\'éventuelles erreurs		???,??????????[ ]?	??????(S)?,??[???????????	?????? ?????????? ?????(?) TEXT ??????? [???????? ???????] ??? ???????? ??????.	TEXT ????(??)? ??????????? ???? ???????? ??????????  ????? ??????  [????? ??????]		Setelah menyimpan file TEXT, klik [Lihat Log] untuk memeriksa kesalahan.	?et? t?? ap????e?s? t??/t?? ???? a??e???/??, ???te click st? [???ß??? Log] ??a ??e??? ?a???.		depois de guardar os ficheiro(s) Text , pressione [View Log ] para verificar os erros	Depois de salvar o(s) arquivo(s) em Texto, clique sob [Visualizar Log] para verificar por erros	??? ??? ????? ??? ??? ???? ?????? ????? ?????? ?? ??? ???? ?????	Klik på [Se log] for at søge efter fejl, efter at have gemt TEXT fil(er).	TEXT dosyalarini kaydettikten sonra hatalari kontrol etmek için [Kaydi Gör] ü tiklayiniz.	Po zapisaniu pliku tekstowym (s), kliknij przycisk [Zobacz Logowanie], aby sprawdzic bledy.		Dopo il salvataggio dei file TEXT, cliccare [Vedi log] per la verifica errori	??????? ??? ???? ?? ???, ??? ??? ????? ?? ???? [View Log] ?? ????? ???	Dupa salvarea fisierului( lor) TEXT,apasa (vezi logo) pentru verificare erori	Sau khi luu các t?p tin van b?n, nh?p vào [Xem B?n ghi] d? ki?m tra l?i.		Pas ruajtjes se fileve TEKST, klikoni [Shiko Loget] per te pare per gabime	Po uložení souboru TEXT, kliknete na [Prohlédnout log] ke kontrole chyb	????? ?????????? ????? (??????) TEXT ????????? [???????? ???????] ??? ????????? ???????.		Pärast TEXT faili(de) salvestamist vajutage vigade kontrollimiseks [Vaata Logi]	?? ?? ????? \"???? ????\"? ???? ?????? ???????? [?????? ???? ??????] ?? ???? ????.			??????????(???)?????????????????????[?????]?????????	Tekstitiedoston tallennuksen jälkeen, valitse [View Log] tarkistaaksesi virheet						????? ???? (??) ??? ????????, ???? ???????????? [??? ???] ????? ???.		dummy
228	After saving your batch, click [View Log] to check for errors.	Efter sparandet av ditt parti, klicka på [View Log] för att granska för fel.	Después de guardar su Batch, click [Ver Log] para comprobar errores.	Después de guardar su lote, clic [Ver registro] para comprobar si hay errores.	Nach Speicherung der Stapeldatei [View log] klicken zur Fehlersuche.	Na bewaren van batch, klik op [view log] om op fouten te controleren.		Après avoir enregistré votre fichier séquentiel (batch), cliquer sur [View Log], pour vérifier d\'éventuelles erreurs.	Après avoir enregistré votre fichier séquentiel (batch), cliquer sur [View Log], pour vérifier d\'éventuelles erreurs.		???????,??[????]?????	????????,??[????]??????	????? ?????????? ?????? ???????? [???????? ???????] ??? ???????? ??????.	?????? ??????????? ???? ??????  [????? ???????]		Setelah menyimpan batch, klik [Lihat Log] untuk memeriksa kesalahan.	?et? t?? ap????e?s? t?? d?sµ?? e?e??e??? sa?, ???te click st? [???ß??? Log] ??a ??e??? ?a???		Depois de economizar seu grupo, clique [Tronco de Visão] conferir para erros.	Após salvar o seu lote, clique em [Visualizar Log] para verificar erros	??? ??? ?????? ???? ?????? ????? ?????? ?? ??? ???? ?????	Klik på [Se log] for at søge efter fejl, efter at have gemt din batch.	BAT dosyanizi kaydettikten sonra hatalari kontrol etmek için [Kaydi Gör] ü tiklayiniz.	Po zapisaniu partii, kliknij przycisk [Zobacz Logowanie], aby sprawdzic bledy.		Dopo il salvataggio del lotto, cliccare [Vedi log] per la verifica errori	???? ??? ?????? ?? ???, ????????? ?? ???? ???? ?? ??? [View Log] ????? ????.	Dupa salvarea grupului,apasa (vezi logo)pentru verificare erori	Sau khi luu lo?t c?a b?n, hãy nh?p vào [Xem B?n ghi] d? ki?m tra l?i.		Pasi te keni ruajtur batch-in, kliko \"Shiko Logun\" per te parre gabimet.	Po uložení dávky, kliknete na [Prohlédnout log] ke kontrole chyb	????? ?????????? ?????? ????????? [???????? ???????] ??? ????????? ???????.		Pärast enda paketi salvestamist vajutage vigade kontrollimiseks [Vaata Logi]	?? ?? ????? \"??????? ???? ??\"? ???? ?????? ???????? [?????? ???? ??????] ?? ???? ????.			????????????????????????????[?????]?????????	Erän tallennuksen jälkeen, valitse [View Log] tarkistaaksesi virheet.						?????? ??? ??? ????????, ???? ???????????? [??? ???] ????? ???.		dummy
